DateTime,Time,Fault
08-12-2014 03:59,1418032768,FF
08-12-2014 04:10,1418033408,FF
08-12-2014 04:20,1418034048,FF
08-12-2014 04:29,1418034560,FF
08-12-2014 06:01,1418040064,FF
08-12-2014 06:09,1418040576,FF
08-12-2014 06:20,1418041216,FF
08-12-2014 06:30,1418041856,FF
08-12-2014 06:39,1418042368,FF
08-12-2014 06:50,1418043008,FF
08-12-2014 07:20,1418044800,FF
08-12-2014 07:30,1418045440,FF
08-12-2014 15:00,1418072448,FF
08-12-2014 15:09,1418072960,FF
09-12-2014 01:49,1418111360,FF
09-12-2014 02:00,1418112000,FF
09-12-2014 02:59,1418115584,FF
09-12-2014 03:10,1418116224,FF
09-12-2014 03:21,1418116864,FF
09-12-2014 03:29,1418117376,FF
01-01-2015 17:40,1420155648,FF
01-01-2015 17:49,1420156160,FF
01-01-2015 18:00,1420156800,FF
01-01-2015 18:10,1420157440,FF
01-01-2015 18:19,1420157952,FF
01-01-2015 18:29,1420158592,FF
01-01-2015 18:40,1420159232,FF
01-01-2015 18:49,1420159744,FF
01-01-2015 18:59,1420160384,FF
01-01-2015 19:10,1420161024,FF
01-01-2015 19:18,1420161536,FF
01-01-2015 19:29,1420162176,FF
01-01-2015 19:40,1420162816,FF
01-01-2015 19:50,1420163456,FF
01-01-2015 19:59,1420163968,FF
01-01-2015 20:10,1420164608,FF
01-01-2015 20:20,1420165248,FF
01-01-2015 20:29,1420165760,FF
01-01-2015 20:40,1420166400,FF
01-01-2015 20:50,1420167040,FF
01-01-2015 20:59,1420167552,FF
01-01-2015 21:09,1420168192,FF
01-01-2015 21:20,1420168832,FF
01-01-2015 21:29,1420169344,FF
01-01-2015 21:39,1420169984,FF
01-01-2015 21:50,1420170624,FF
01-01-2015 22:01,1420171264,FF
01-01-2015 22:09,1420171776,FF
01-01-2015 22:20,1420172416,FF
01-01-2015 22:30,1420173056,FF
01-01-2015 22:39,1420173568,FF
01-01-2015 22:50,1420174208,FF
01-01-2015 23:00,1420174848,FF
01-01-2015 23:09,1420175360,FF
01-01-2015 23:20,1420176000,FF
01-01-2015 23:30,1420176640,FF
01-01-2015 23:39,1420177152,FF
01-01-2015 23:49,1420177792,FF
02-01-2015 00:00,1420178432,FF
02-01-2015 00:09,1420178944,FF
02-01-2015 00:19,1420179584,FF
02-01-2015 00:30,1420180224,FF
02-01-2015 00:38,1420180736,FF
02-01-2015 00:49,1420181376,FF
02-01-2015 01:00,1420182016,FF
02-01-2015 01:10,1420182656,FF
02-01-2015 01:19,1420183168,FF
02-01-2015 01:30,1420183808,FF
02-01-2015 01:40,1420184448,FF
02-01-2015 01:49,1420184960,FF
02-01-2015 02:00,1420185600,FF
02-01-2015 02:10,1420186240,FF
02-01-2015 02:19,1420186752,FF
02-01-2015 02:29,1420187392,FF
02-01-2015 02:40,1420188032,FF
02-01-2015 02:49,1420188544,FF
02-01-2015 02:59,1420189184,FF
02-01-2015 03:10,1420189824,FF
02-01-2015 03:21,1420190464,FF
02-01-2015 03:29,1420190976,FF
02-01-2015 03:40,1420191616,FF
02-01-2015 03:50,1420192256,FF
02-01-2015 03:59,1420192768,FF
02-01-2015 04:10,1420193408,FF
02-01-2015 04:20,1420194048,FF
02-01-2015 04:29,1420194560,FF
02-01-2015 04:40,1420195200,FF
02-01-2015 04:50,1420195840,FF
02-01-2015 04:59,1420196352,FF
02-01-2015 05:09,1420196992,FF
02-01-2015 05:20,1420197632,FF
02-01-2015 05:29,1420198144,FF
02-01-2015 05:39,1420198784,FF
02-01-2015 05:50,1420199424,FF
02-01-2015 05:58,1420199936,FF
02-01-2015 06:09,1420200576,FF
02-01-2015 06:20,1420201216,FF
